"","Datum","Daily-Nr.","Probenummer","Objektbezeichnung","Fundlage","Lage","Taxon","Resttyp","Erhaltungstyp","Season"
"1","10.12.2018","10.12.2018-118","TG18_MS1_CS_093","Kerne","MS2, M003 Ostseite","MS2","Acacia nilotica","Fr","st","2018"
"2","10.12.2018","10.12.2018-158","TG18_MS1_CS_119","Samen","MS2, Suederweiterung X2, obere Schicht","MS2","Acacia nilotica","Fr","st","2018"
"3","10.12.2018","10.12.2018-171","TG18_MS1_CS_124","Korbstücke","MS2, Suederweiterung X2, obere Schicht","MS2","Acacia nilotica","Fr","st","2018"
"4","10.12.2018","10.12.2018-171","TG18_MS1_CS_124","Korbstücke","MS2, Suederweiterung X2, obere Schicht","MS2","Allium cf. cepa","Epid","st","2018"
"5","10.12.2018","10.12.2018-171","TG18_MS1_CS_124","Korbstücke","MS2, Suederweiterung X2, obere Schicht","MS2","Allium cf. cepa","Epid","st","2018"
"6","10.12.2018","10.12.2018-171","TG18_MS1_CS_124","Korbstücke","MS2, Suederweiterung X2, obere Schicht","MS2","Allium cf. cepa","Epid","st","2018"
"7","10.12.2018","10.12.2018-171","TG18_MS1_CS_124","Korbstücke","MS2, Suederweiterung X2, obere Schicht","MS2","Allium cf. cepa","Epid","st","2018"
"8","10.12.2018","10.12.2018-279","TG18_MS1_CS_128","Samen und Pflanzenreste","MS2, Westen von M007","MS2","Allium cf. cepa","Epid","st","2018"
"9","10.12.2018","10.12.2018-279","TG18_MS1_CS_128","Samen und Pflanzenreste","MS2, Westen von M007","MS2","Allium cf. cepa","Epid","st","2018"
"10","10.12.2018","10.12.2018-279","TG18_MS1_CS_128","Samen und Pflanzenreste","MS2, Westen von M007","MS2","Allium cf. cepa","Epid","st","2018"
"11","10.12.2018","10.12.2018-279","TG18_MS1_CS_128","Samen und Pflanzenreste","MS2, Westen von M007","MS2","Allium cf. cepa","Epid","st","2018"
"12","10.12.2018","10.12.2018-279","TG18_MS1_CS_128","Samen und Pflanzenreste","MS2, Westen von M007","MS2","Allium cf. cepa","Epid","st","2018"
"13","10.12.2018","10.12.2018-279","TG18_MS1_CS_128","Samen und Pflanzenreste","MS2, Westen von M007","MS2","Allium cf. cepa","Epid","st","2018"
"14","10.12.2018","10.12.2018-279","TG18_MS1_CS_128","Samen und Pflanzenreste","MS2, Westen von M007","MS2","Allium cf. cepa","Epid","st","2018"
"15","10.12.2018","10.12.2018-279","TG18_MS1_CS_128","Samen und Pflanzenreste","MS2, Westen von M007","MS2","Allium cf. cepa","Epid","st","2018"
"16","13.12.2018","13.12.2018-135","TG18_MS1_CS_226","Hülsen und Zwiebelschalen","MS1, Nordwand aussen, Korbbefund","MS1","Allium cf. cepa","Epid","st","2018"
"17","13.12.2018","13.12.2018-135","TG18_MS1_CS_226","Hülsen und Zwiebelschalen","MS1, Nordwand aussen, Korbbefund","MS1","Allium cf. cepa","Epid","st","2018"
"18","13.12.2018","13.12.2018-145","TG18_MS1_CS_231","Frucht, Kerne, Zwiebelschale","MS1, Suedwand aussen","MS1","Allium cf. cepa","Epid","st","2018"
"19","13.12.2018","13.12.2018-162","TG18_MS1_CS_239","Früchte, Kerne, Zwiebelschale","MS2, Westen von M005, M006, M008","MS2","Allium cf. cepa","Epid","st","2018"
"20","16.12.2018","16.12.2018-118","TG18_MS1_CS_294","Zwiebelschale","MS2, zw. M003 und M008","MS2","Allium cf. cepa","Epid","st","2018"
"21","16.12.2018","16.12.2018-138","TG18_MS1_CS_308","Botanikprobe","MS2, zw. M008 und Suedwand","MS2","Allium cf. cepa","Epid","st","2018"
"22","16.12.2018","16.12.2018-138","TG18_MS1_CS_308","Botanikprobe","MS2, zw. M008 und Suedwand","MS2","Allium cf. cepa","Epid","st","2018"
"23","16.12.2018","16.12.2018-138","TG18_MS1_CS_308","Botanikprobe","MS2, zw. M008 und Suedwand","MS2","Allium cf. cepa","Epid","st","2018"
"24","16.12.2018","16.12.2018-138","TG18_MS1_CS_308","Botanikprobe","MS2, zw. M008 und Suedwand","MS2","Allium cf. cepa","Epid","st","2018"
"25","16.12.2018","16.12.2018-146","TG18_MS1_CS_311","Botanikprobe","MS2, Osten von M004 (Norden von 10.12.2018-102)","MS2","Allium cf. cepa","Epid","st","2018"
"26","16.12.2018","16.12.2018-149","TG18_MS1_CS_313","Kerne, Früchte, Zwiebelschale","MS1, Nordwand aussen, nahe Nord-Ost-Ecke","MS1","Allium cf. cepa","Epid","st","2018"
"27","16.12.2018","16.12.2018-149","TG18_MS1_CS_313","Kerne, Früchte, Zwiebelschale","MS1, Nordwand aussen, nahe Nord-Ost-Ecke","MS1","Allium cf. cepa","Epid","st","2018"
"28","18.12.2018","18.12.2018-119","TG18_MS1_CS_351","Botanikprobe","MS1, Sued von Suedwand","MS1","Allium cf. cepa","Epid","st","2018"
"29","16.12.2018","16.12.2018-131","TG18_MS1_CS_302","Blätter","MS2, Osten von M006","MS2","Allium sativum","BoPf","st","2018"
"30","17.12.2018","17.12.2018-126","TG18_MS1_CS_333","Knoblauch","MS2, Sandschicht zw. bot. Befund und Matte","MS2","Allium sativum","BoPf","st","2018"
"31","17.12.2018","17.12.2018-126","TG18_MS1_CS_333","Knoblauch","MS2, Sandschicht zw. bot. Befund und Matte","MS2","Allium sativum","BoPf","st","2018"
"32","17.12.2018","17.12.2018-126","TG18_MS1_CS_333","Knoblauch","MS2, Sandschicht zw. bot. Befund und Matte","MS2","Allium sativum","BoPf","st","2018"
"33","18.12.2018","18.12.2018-106","TG18_MS1_CS_343","Probepflanzen","MS2, S1 + S2","MS2","Allium sativum","BoPf","st","2018"
"34","18.12.2018","18.12.2018-106","TG18_MS1_CS_343","Probepflanzen","MS2, S1 + S2","MS2","Allium sativum","BoPf","st","2018"
"35","18.12.2018","18.12.2018-106","TG18_MS1_CS_343","Probepflanzen","MS2, S1 + S2","MS2","Allium sativum","BoPf","st","2018"
"36","18.12.2018","18.12.2018-106","TG18_MS1_CS_343","Probepflanzen","MS2, S1 + S2","MS2","Allium sativum","BoPf","st","2018"
"37","18.12.2018","18.12.2018-106","TG18_MS1_CS_343","Probepflanzen","MS2, S1 + S2","MS2","Allium sativum","BoPf","st","2018"
"38","18.12.2018","18.12.2018-106","TG18_MS1_CS_343","Probepflanzen","MS2, S1 + S2","MS2","Allium sativum","BoPf","st","2018"
"39","18.12.2018","18.12.2018-106","TG18_MS1_CS_343","Probepflanzen","MS2, S1 + S2","MS2","Allium sativum","BoPf","st","2018"
"40","18.12.2018","18.12.2018-130","TG18_MS1_CS_356","Früchte","MS1, Nordwand (Nord-Ost-Ecke)","MS1","Allium sativum","BoPf","st","2018"
"41","18.12.2018","18.12.2018-130","TG18_MS1_CS_356","Früchte","MS1, Nordwand (Nord-Ost-Ecke)","MS1","Allium sativum","BoPf","st","2018"
"42","12.12.2018","12.12.2018-112","TG18_MS1_CS_177","Brotstück (?)","MS2, Lehmziegelverbruch (Sued-Ost-Ecke)","MS2","Brei/Gebäck/Fruchtfleisch","BGF","st","2018"
"43","09.12.2018","9.12.2018-166","TG18_MS1_CS_074","Botanische Reste","MS2, Suederweiterung X2, obere Schicht","MS2","Brei/Gebäck/Fruchtfleisch","BGF","vk","2018"
"44","10.12.2018","10.12.2018-114","TG18_MS1_CS_091","Verkohltes Holz und Früchte","MS2, bot. Befund im Sued-Ost von M004","MS2","Brei/Gebäck/Fruchtfleisch","BGF","vk","2018"
"45","16.12.2018","16.12.2018-134","TG18_MS1_CS_305","Kerne und Früchte","MS2, zw. M004, M006 und Matte","MS2","Brei/Gebäck/Fruchtfleisch","BGF","vk","2018"
"46","16.12.2018","16.12.2018-134","TG18_MS1_CS_305","Kerne und Früchte","MS2, zw. M004, M006 und Matte","MS2","Brei/Gebäck/Fruchtfleisch","BGF","vk","2018"
"47","16.12.2018","16.12.2018-134","TG18_MS1_CS_305","Kerne und Früchte","MS2, zw. M004, M006 und Matte","MS2","Brei/Gebäck/Fruchtfleisch","BGF","vk","2018"
"48","16.12.2018","16.12.2018-134","TG18_MS1_CS_305","Kerne und Früchte","MS2, zw. M004, M006 und Matte","MS2","Brei/Gebäck/Fruchtfleisch","BGF","vk","2018"
"49","10.12.2018","10.12.2018-171","TG18_MS1_CS_124","Korbstücke","MS2, Suederweiterung X2, obere Schicht","MS2","cf. Cucurbitaceae","Sti","st","2018"
"50","10.12.2018","10.12.2018-171","TG18_MS1_CS_124","Korbstücke","MS2, Suederweiterung X2, obere Schicht","MS2","cf. Cyperus papyrus","Hal","st","2018"
"51","10.12.2018","10.12.2018-158","TG18_MS1_CS_119","Samen","MS2, Suederweiterung X2, obere Schicht","MS2","Cyperaceae","BoPf","st","2018"
"52","16.12.2018","16.12.2018-122","TG18_MS1_CS_297","Probe","MS2, zw. M004 und M008","MS2","Cyperaceae","BoPf","st","2018"
"53","09.12.2018","9.12.2018-107","TG18_MS1_CS_042","Datteln, Dompalme, Kerne Früchte","MS2, in Schnitt X3, Aushub nach Westen hin","MS2","Cyperus rotundus","BoPf","st","2018"
"54","09.12.2018","9.12.2018-107","TG18_MS1_CS_042","Datteln, Dompalme, Kerne Früchte","MS2, in Schnitt X3, Aushub nach Westen hin","MS2","Cyperus rotundus","BoPf","st","2018"
"55","09.12.2018","9.12.2018-146","TG18_MS1_CS_060","Frucht (ausgetrocknet)","MS2, Westen von M006","MS2","Cyperus rotundus","BoPf","st","2018"
"56","09.12.2018","9.12.2018-148","TG18_MS1_CS_061","Frucht (ausgetrocknet)","MS2, zw. M004 und M003","MS2","Cyperus rotundus","BoPf","st","2018"
"57","10.12.2018","10.12.2018-124","TG18_MS1_CS_097","Holz und Frucht","MS1, Nordwand in Korbbefund","MS1","Cyperus rotundus","BoPf","st","2018"
"58","10.12.2018","10.12.2018-134","TG18_MS1_CS_105","Samen","MS2, Osten von M004, ueber Matte B","MS2","Cyperus rotundus","BoPf","st","2018"
"59","10.12.2018","10.12.2018-143","TG18_MS1_CS_110","Wurzel","MS2, Osten von M005, M006, M007","MS2","Cyperus rotundus","BoPf","st","2018"
"60","10.12.2018","10.12.2018-158","TG18_MS1_CS_119","Samen","MS2, Suederweiterung X2, obere Schicht","MS2","Cyperus rotundus","BoPf","st","2018"
"61","10.12.2018","10.12.2018-158","TG18_MS1_CS_119","Samen","MS2, Suederweiterung X2, obere Schicht","MS2","Cyperus rotundus","BoPf","st","2018"
"62","10.12.2018","10.12.2018-171","TG18_MS1_CS_124","Korbstücke","MS2, Suederweiterung X2, obere Schicht","MS2","Cyperus rotundus","BoPf","st","2018"
"63","13.12.2018","13.12.2018-145","TG18_MS1_CS_231","Frucht, Kerne, Zwiebelschale","MS1, Suedwand aussen","MS1","Cyperus rotundus","BoPf","st","2018"
"64","15.12.2018","15.12.2018-132","TG18_MS1_CS_270","Kerne","MS1, Suedwand aussen","MS1","Cyperus rotundus","BoPf","st","2018"
"65","15.12.2018","15.12.2018-132","TG18_MS1_CS_270","Kerne","MS1, Suedwand aussen","MS1","Cyperus rotundus","BoPf","st","2018"
"66","16.12.2018","16.12.2018-138","TG18_MS1_CS_308","Botanikprobe","MS2, zw. M008 und Suedwand","MS2","Cyperus rotundus","BoPf","st","2018"
"67","16.12.2018","16.12.2018-138","TG18_MS1_CS_308","Botanikprobe","MS2, zw. M008 und Suedwand","MS2","Cyperus rotundus","BoPf","st","2018"
"68","16.12.2018","16.12.2018-149","TG18_MS1_CS_313","Kerne, Früchte, Zwiebelschale","MS1, Nordwand aussen, nahe Nord-Ost-Ecke","MS1","Cyperus rotundus","BoPf","st","2018"
"69","19.12.2018","19.12.2018-110","TG18_MS1_CS_375","Kern und Frucht","MS2, auf Matte A, im Sueden","MS2","Cyperus rotundus","BoPf","st","2018"
"70","09.12.2018","9.12.2018-107","TG18_MS1_CS_042","Datteln, Dompalme, Kerne Früchte","MS2, in Schnitt X3, Aushub nach Westen hin","MS2","Cyperus rotundus","BoPf","vk","2018"
"71","10.12.2018","10.12.2018-158","TG18_MS1_CS_119","Samen","MS2, Suederweiterung X2, obere Schicht","MS2","Cyperus rotundus","BoPf","vk","2018"
"72","10.12.2018","10.12.2018-158","TG18_MS1_CS_119","Samen","MS2, Suederweiterung X2, obere Schicht","MS2","Cyperus rotundus","BoPf","vk","2018"
"73","13.12.2018","13.12.2018-146","TG18_MS1_CS_232","Holz","MS1, Suedwand aussen","MS1","Desmostachya bipinnata","Hal","st","2018"
"74","13.12.2018","13.12.2018-146","TG18_MS1_CS_232","Holz","MS1, Suedwand aussen","MS1","Desmostachya bipinnata","Hal","st","2018"
"75","13.12.2018","13.12.2018-146","TG18_MS1_CS_232","Holz","MS1, Suedwand aussen","MS1","Desmostachya bipinnata","Hal","st","2018"
"76","13.12.2018","13.12.2018-146","TG18_MS1_CS_232","Holz","MS1, Suedwand aussen","MS1","Desmostachya bipinnata","Hal","st","2018"
"77","09.12.2018","9.12.2018-107","TG18_MS1_CS_042","Datteln, Dompalme, Kerne Früchte","MS2, in Schnitt X3, Aushub nach Westen hin","MS2","Hyphaene thebaica","Fr","st","2018"
"78","09.12.2018","9.12.2018-166","TG18_MS1_CS_074","Botanische Reste","MS2, Suederweiterung X2, obere Schicht","MS2","Hyphaene thebaica","Fr","st","2018"
"79","10.12.2018","10.12.2018-165","TG18_MS1_CS_121","Botanische Reste","MS2, kl. Raum Osten von M003","MS2","Hyphaene thebaica","Fr","st","2018"
"80","13.12.2018","13.12.2018-162","TG18_MS1_CS_239","Früchte, Kerne, Zwiebelschale","MS2, Westen von M005, M006, M008","MS2","Hyphaene thebaica","Fr","st","2018"
"81","13.12.2018","13.12.2018-183","TG18_MS1_CS_248","Holzstück und Palmenfrüchte","MS1, Ostwand aussen","MS1","Hyphaene thebaica","Fr","st","2018"
"82","13.12.2018","13.12.2018-183","TG18_MS1_CS_248","Holzstück und Palmenfrüchte","MS1, Ostwand aussen","MS1","Hyphaene thebaica","Fr","st","2018"
"83","16.12.2018","16.12.2018-165","TG18_MS1_CS_320","Holz, Früchte, Dompalmenfrucht","MS2, Sued-Ost von M009","MS2","Hyphaene thebaica","Fr","st","2018"
"84","17.12.2018","17.12.2018-107","TG18_MS1_CS_326","Holz und andere Botanik","MS2, Matte rs (?)","MS2","Hyphaene thebaica","Fr","st","2018"
"85","18.12.2018","18.12.2018-106","TG18_MS1_CS_343","Probepflanzen","MS2, S1 + S2","MS2","Hyphaene thebaica","Fr","st","2018"
"86","18.12.2018","18.12.2018-130","TG18_MS1_CS_356","Früchte","MS1, Nordwand (Nord-Ost-Ecke)","MS1","Hyphaene thebaica","Fr","st","2018"
"87","18.12.2018","18.12.2018-146","TG18_MS1_CS_364","Frucht","MS2, untere Sandschicht Matte B (X2)","MS2","Hyphaene thebaica","Fr","st","2018"
"88","09.12.2018","9.12.2018-166","TG18_MS1_CS_074","Botanische Reste","MS2, Suederweiterung X2, obere Schicht","MS2","indeterminata","Sa/Fr","vk","2018"
"89","10.12.2018","10.12.2018-118","TG18_MS1_CS_093","Kerne","MS2, M003 Ostseite","MS2","indeterminata","BoPf","st","2018"
"90","16.12.2018","16.12.2018-134","TG18_MS1_CS_305","Kerne und Früchte","MS2, zw. M004, M006 und Matte","MS2","indeterminata","BoPf","st","2018"
"91","10.12.2018","10.12.2018-114","TG18_MS1_CS_091","Verkohltes Holz und Früchte","MS2, bot. Befund im Sued-Ost von M004","MS2","indeterminata","BoPf","vk","2018"
"92","10.12.2018","10.12.2018-114","TG18_MS1_CS_091","Verkohltes Holz und Früchte","MS2, bot. Befund im Sued-Ost von M004","MS2","indeterminata","BoPf","vk","2018"
"93","10.12.2018","10.12.2018-114","TG18_MS1_CS_091","Verkohltes Holz und Früchte","MS2, bot. Befund im Sued-Ost von M004","MS2","indeterminata","BoPf","vk","2018"
"94","10.12.2018","10.12.2018-114","TG18_MS1_CS_091","Verkohltes Holz und Früchte","MS2, bot. Befund im Sued-Ost von M004","MS2","indeterminata","BoPf","vk","2018"
"95","10.12.2018","10.12.2018-114","TG18_MS1_CS_091","Verkohltes Holz und Früchte","MS2, bot. Befund im Sued-Ost von M004","MS2","indeterminata","Hal","vk","2018"
"96","08.12.2018","8.12.2018-152","TG18_MS1_CS_039","Holzkohle","MS2, zw. Palmstamm und LZ-Verbruch","MS2","indeterminata","Fr","st","2018"
"97","10.12.2018","10.12.2018-171","TG18_MS1_CS_124","Korbstücke","MS2, Suederweiterung X2, obere Schicht","MS2","indeterminata","Fr","st","2018"
"98","16.12.2018","16.12.2018-134","TG18_MS1_CS_305","Kerne und Früchte","MS2, zw. M004, M006 und Matte","MS2","indeterminata","Fr","st","2018"
"99","10.12.2018","10.12.2018-171","TG18_MS1_CS_124","Korbstücke","MS2, Suederweiterung X2, obere Schicht","MS2","indeterminata","Hal","st","2018"
"100","10.12.2018","10.12.2018-171","TG18_MS1_CS_124","Korbstücke","MS2, Suederweiterung X2, obere Schicht","MS2","indeterminata","Hal","st","2018"
"101","17.12.2018","17.12.2018-107","TG18_MS1_CS_326","Holz und andere Botanik","MS2, Matte rs (?)","MS2","indeterminata","Hal","st","2018"
"102","09.12.2018","9.12.2018-107","TG18_MS1_CS_042","Datteln, Dompalme, Kerne Früchte","MS2, in Schnitt X3, Aushub nach Westen hin","MS2","indeterminata","Hano","st","2018"
"103","16.12.2018","16.12.2018-138","TG18_MS1_CS_308","Botanikprobe","MS2, zw. M008 und Suedwand","MS2","indeterminata","Hano","st","2018"
"104","17.12.2018","17.12.2018-107","TG18_MS1_CS_326","Holz und andere Botanik","MS2, Matte rs (?)","MS2","indeterminata","Hano","st","2018"
"105","17.12.2018","17.12.2018-107","TG18_MS1_CS_326","Holz und andere Botanik","MS2, Matte rs (?)","MS2","indeterminata","Hano","st","2018"
"106","17.12.2018","17.12.2018-107","TG18_MS1_CS_326","Holz und andere Botanik","MS2, Matte rs (?)","MS2","indeterminata","Hano","st","2018"
"107","17.12.2018","17.12.2018-107","TG18_MS1_CS_326","Holz und andere Botanik","MS2, Matte rs (?)","MS2","indeterminata","Hano","st","2018"
"108","17.12.2018","17.12.2018-107","TG18_MS1_CS_326","Holz und andere Botanik","MS2, Matte rs (?)","MS2","indeterminata","Hano","st","2018"
"109","17.12.2018","17.12.2018-107","TG18_MS1_CS_326","Holz und andere Botanik","MS2, Matte rs (?)","MS2","indeterminata","Hano","st","2018"
"110","17.12.2018","17.12.2018-107","TG18_MS1_CS_326","Holz und andere Botanik","MS2, Matte rs (?)","MS2","indeterminata","Hano","st","2018"
"111","17.12.2018","17.12.2018-107","TG18_MS1_CS_326","Holz und andere Botanik","MS2, Matte rs (?)","MS2","indeterminata","Hano","st","2018"
"112","19.12.2018","19.12.2018-105","TG18_MS1_CS_372","Botanikprobe","MS2, X2 Suederweiterung","MS2","indeterminata","Hano","st","2018"
"113","16.12.2018","16.12.2018-155","TG18_MS1_CS_316","Probe","MS2, Osten von M004 (Norden von 10.12.2018-102)","MS2","indeterminata","Ri","st","2018"
"114","16.12.2018","16.12.2018-155","TG18_MS1_CS_316","Probe","MS2, Osten von M004 (Norden von 10.12.2018-102)","MS2","indeterminata","Ri","st","2018"
"115","10.12.2018","10.12.2018-171","TG18_MS1_CS_124","Korbstücke","MS2, Suederweiterung X2, obere Schicht","MS2","indeterminata","Bl","st","2018"
"116","10.12.2018","10.12.2018-171","TG18_MS1_CS_124","Korbstücke","MS2, Suederweiterung X2, obere Schicht","MS2","indeterminata","Bl","st","2018"
"117","10.12.2018","10.12.2018-171","TG18_MS1_CS_124","Korbstücke","MS2, Suederweiterung X2, obere Schicht","MS2","indeterminata","Bl","st","2018"
"118","10.12.2018","10.12.2018-279","TG18_MS1_CS_128","Samen und Pflanzenreste","MS2, Westen von M007","MS2","indeterminata","Bl","st","2018"
"119","10.12.2018","10.12.2018-279","TG18_MS1_CS_128","Samen und Pflanzenreste","MS2, Westen von M007","MS2","indeterminata","Bl","st","2018"
"120","16.12.2018","16.12.2018-117","TG18_MS1_CS_293","Blätter","MS2, zw. M003 und M008","MS2","indeterminata","Bl","st","2018"
"121","16.12.2018","16.12.2018-138","TG18_MS1_CS_308","Botanikprobe","MS2, zw. M008 und Suedwand","MS2","indeterminata","Bl","st","2018"
"122","16.12.2018","16.12.2018-138","TG18_MS1_CS_308","Botanikprobe","MS2, zw. M008 und Suedwand","MS2","indeterminata","Bl","st","2018"
"123","16.12.2018","16.12.2018-138","TG18_MS1_CS_308","Botanikprobe","MS2, zw. M008 und Suedwand","MS2","indeterminata","Bl","st","2018"
"124","16.12.2018","16.12.2018-138","TG18_MS1_CS_308","Botanikprobe","MS2, zw. M008 und Suedwand","MS2","indeterminata","Bl","st","2018"
"125","06.12.2018","6.12.2018-129","TG18_MS1_CS_019","Beere (nein)","MS1, 2. Osthaelfte","MS1","indeterminata","Gal","st","2018"
"126","09.12.2018","9.12.2018-107","TG18_MS1_CS_042","Datteln, Dompalme, Kerne Früchte","MS2, in Schnitt X3, Aushub nach Westen hin","MS2","indeterminata","Sti","st","2018"
"127","12.12.2018","12.12.2018-104","TG18_MS1_CS_174","Kerne","MS2, Mauerkrone M004","MS2","indeterminata","sonst","st","2018"
"128","19.12.2018","19.12.2018-105","TG18_MS1_CS_372","Botanikprobe","MS2, X2 Suederweiterung","MS2","Juncus rigidus/acutus","Blüst","st","2018"
"129","19.12.2018","19.12.2018-105","TG18_MS1_CS_372","Botanikprobe","MS2, X2 Suederweiterung","MS2","Juncus rigidus/acutus","Blüst","st","2018"
"130","19.12.2018","19.12.2018-105","TG18_MS1_CS_372","Botanikprobe","MS2, X2 Suederweiterung","MS2","Juncus rigidus/acutus","Blüst","st","2018"
"131","19.12.2018","19.12.2018-105","TG18_MS1_CS_372","Botanikprobe","MS2, X2 Suederweiterung","MS2","Juncus rigidus/acutus","Blüst","st","2018"
"132","19.12.2018","19.12.2018-105","TG18_MS1_CS_372","Botanikprobe","MS2, X2 Suederweiterung","MS2","Juncus rigidus/acutus","Blüst","st","2018"
"133","16.12.2018","16.12.2018-134","TG18_MS1_CS_305","Kerne und Früchte","MS2, zw. M004, M006 und Matte","MS2","Lens culinaris","Sa/Fr","st","2018"
"134","16.12.2018","16.12.2018-134","TG18_MS1_CS_305","Kerne und Früchte","MS2, zw. M004, M006 und Matte","MS2","Lens culinaris","Sa/Fr","st","2018"
"135","16.12.2018","16.12.2018-134","TG18_MS1_CS_305","Kerne und Früchte","MS2, zw. M004, M006 und Matte","MS2","Lens culinaris","Sa/Fr","st","2018"
"136","16.12.2018","16.12.2018-134","TG18_MS1_CS_305","Kerne und Früchte","MS2, zw. M004, M006 und Matte","MS2","Lens culinaris","Sa/Fr","st","2018"
"137","16.12.2018","16.12.2018-134","TG18_MS1_CS_305","Kerne und Früchte","MS2, zw. M004, M006 und Matte","MS2","Lens culinaris","Sa/Fr","st","2018"
"138","16.12.2018","16.12.2018-134","TG18_MS1_CS_305","Kerne und Früchte","MS2, zw. M004, M006 und Matte","MS2","Lens culinaris","Sa/Fr","st","2018"
"139","16.12.2018","16.12.2018-134","TG18_MS1_CS_305","Kerne und Früchte","MS2, zw. M004, M006 und Matte","MS2","Lens culinaris","Sa/Fr","st","2018"
"140","16.12.2018","16.12.2018-134","TG18_MS1_CS_305","Kerne und Früchte","MS2, zw. M004, M006 und Matte","MS2","Lens culinaris","Sa/Fr","st","2018"
"141","16.12.2018","16.12.2018-134","TG18_MS1_CS_305","Kerne und Früchte","MS2, zw. M004, M006 und Matte","MS2","Lens culinaris","BGF","st","2018"
